OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=289496"",""PA-17-008"")",Large Research Projects for Prevention of Healthcare-Associated Infections (R01),HHS-AHRQ,Agency for Health Care Research and Quality,,,"Kathryn Marron AHRQ Referral Officer
Phone: 301-427-1554
Kathryn.marron@ahrq.hhs.gov",,Kathryn.marron@ahrq.hhs.gov,,,10/13/2016,03/05/2021,04/22/2019 18:29:22,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=289256"",""PA-16-453"")",AHRQ Conference Grant Programs (R13),HHS-AHRQ,Agency for Health Care Research and Quality,,100,"Kathryn Marron AHRQ Referral Officer
Phone: 301-427-1554
Kathryn.marron@ahrq.hhs.gov",,Kathryn.marron@ahrq.hhs.gov,,,09/29/2016,11/01/2021,04/22/2019 18:29:22,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=289151"",""PD-16-1266"")",Applied Mathematics,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,09/27/2016,11/16/2020,11/23/2019 01:00:23,Synopsis 5,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=289102"",""16-609"")",Earth Sciences,NSF,National Science Foundation,6000000,50,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,09/24/2016,,11/16/2018 01:00:16,Synopsis 5,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=288658"",""PA-16-424"")",Developing Measures of Shared Decision Making (R01),HHS-AHRQ,Agency for Health Care Research and Quality,,100,"Kathryn Marron AHRQ Referral Officer
Phone: 301-427-1554
Kathryn.marron@ahrq.hhs.gov",,Kathryn.marron@ahrq.hhs.gov,,,09/08/2016,02/04/2022,04/22/2019 18:29:22,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=288651"",""FHWA-2016-21063"")",AID Demonstration,DOT-FHWA,DOT Federal Highway Administration ,50000000,,"Fawn Thompson
Program Manager
Phone 404-895-6229",,fawn.thompson@dot.gov,,,09/08/2016,09/30/2020,10/29/2019 08:29:29,Synopsis 3,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=288550"",""PA-16-422"")",Large Health Services Research Demonstration and Dissemination Projects for Combating Antibiotic-Resistant Bacteria (CARB)(R18),HHS-AHRQ,Agency for Health Care Research and Quality,,100,"Kathryn Marron AHRQ Referral Officer
Phone: 301-427-1554
Kathryn.marron@ahrq.hhs.gov",,Kathryn.marron@ahrq.hhs.gov,,,09/06/2016,10/30/2021,04/22/2019 18:29:22,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=288549"",""PA-16-423"")",Large Research Projects for Combating  Antibiotic-Resistant Bacteria (CARB) (R01),HHS-AHRQ,Agency for Health Care Research and Quality,,100,"Kathryn Marron AHRQ Referral Officer
Phone: 301-427-1554
Kathryn.marron@ahrq.hhs.gov",,Kathryn.marron@ahrq.hhs.gov,,,09/06/2016,10/30/2021,04/22/2019 18:29:22,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=288129"",""16-595"")",Arctic Research Opportunities,NSF,National Science Foundation,40000000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/30/2016,,04/22/2020 01:00:22,Synopsis 26,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=287690"",""16-592"")",Ecology and Evolution of Infectious Diseases,NSF,National Science Foundation,13500000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/19/2016,11/18/2020,01/01/2020 01:00:01,Synopsis 7,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=286437"",""BAA-AFRL-AFOSR-2016-0008"")",Air Force Defense Research Sciences Conference and Workshop Support,DOD-AFOSR,Air Force Office of Scientific Research,,200,"Daniel Smith
Procurement Analyst
",,afosr.baa@us.af.mil,,,07/22/2016,,02/01/2018 12:09:01,Synopsis 5,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=285586"",""16-577"")",Focused Research Groups in the Mathematical Sciences,NSF,National Science Foundation,10000000,10,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,06/30/2016,09/09/2020,09/19/2019 01:01:19,Synopsis 6,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=285010"",""16-572"")",Cooperative Studies Of The Earth's Deep Interior,NSF,National Science Foundation,2000000,10,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,06/19/2016,09/28/2020,10/09/2019 01:00:09,Synopsis 6,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=284880"",""NOT-NS-16-013"")",Notice of Intent to Publish a Funding Opportunity Announcement for an NINDS Postdoctoral Research Career Development Award (K01),HHS-NIH11,National Institutes of Health,,,"Stephen Korn, Ph.D.",301-496-4188,"Lyons, Ernest (NIH/NINDS) [E] ; korns@ninds.nih.gov",10/30/2016,02/01/2017,06/06/2016,,11/05/2018 21:00:05,Forecast 8,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=284136"",""GCC-SEP-16-001"")",Spill Impact Component Project Grants,GCERC,Gulf Coast Ecosystem Restoration Council,1600500629,125,"Joshua Easton
Grant Management Specialist
Phone 5042527717",,joshua.easton@restorethegulf.gov,,,05/25/2016,12/29/2023,01/12/2020 16:46:12,Synopsis 5,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=283134"",""BAA-AFRL-RQKMA-2016-0007"")","Air Force Research Laboratory, Materials & Manufacturing Directorate, Functional Materials and Applications (AFRL/RXA) Two-Step Open BAA",DOD-AFRL,Air Force -- Research Lab,42500000,5,"Gary R. Victor
Contract Negotiator
Phone 937-713-9887",,gary.victor@us.af.mil,,,04/19/2016,04/19/2021,04/19/2016 14:33:19,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=281952"",""16-550"")",Conferences and Workshops in the Mathematical Sciences,NSF,National Science Foundation,4000000,100,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/04/2016,,08/31/2019 01:00:31,Synopsis 5,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=280722"",""GCC-FPL-16-001"")",Council-Selected Restoration Component 12/09/2015 Funded Priorities List Grant and Interagency Agreement Application Requirements,GCERC,Gulf Coast Ecosystem Restoration Council,167931894,,"Joshua Easton
Grant Management Specialist
Phone 5042527717",,joshua.easton@restorethegulf.gov,,,12/25/2015,12/31/2021,01/12/2020 16:40:12,Synopsis 6,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=279638"",""RDBCP-REAP-RES-EEI-2016"")",Renewable Energy Systems and Energy Efficiency Improvements Program,USDA-rbcs,Business and Cooperative Programs,35400000,1000,"State Energy Coordinator  
http://www.rd.usda.gov/files/RBS_StateEnergyCoordinators.pdf",,Refer to energy coordinator list via link posted above.,,,10/13/2015,,10/13/2015 14:25:13,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=278447"",""PD-16-1271"")",Computational Mathematics,NSF,National Science Foundation,18000000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/13/2015,12/01/2020,12/10/2019 01:00:10,Synopsis 6,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=284851"",""CDC-RFA-TP16-1601"")",Operation Dragon Fire: A means to blend new data sources with traditional data sources to Improve the Ability to Prepare and Respond to All-Hazards,HHS-CDC-OPHPR,Centers for Disease Control - OPHPR,200000,1,Allison Harrington,(404) 639-2272,frt5@cdc.gov,10/29/2015,12/28/2015,07/02/2015,,07/02/2015 10:14:02,Forecast 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=276986"",""15-576"")",Advancing Digitization of Biodiversity Collections,NSF,National Science Foundation,10000000,12,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,06/03/2015,10/09/2020,07/17/2020 01:00:17,Synopsis 11,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=276916"",""BAA-RQKPD-2015-0001"")",Composite Airframe Life Extension (CALE),DOD-AFRL,Air Force -- Research Lab,30036000,15,"Susan J. Lee
Contracting Officer
Phone 937-713-9945",,susan.lee.1@us.af.mil,,,06/01/2015,10/10/2020,04/27/2020 15:06:27,Synopsis 4,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275897"",""PD-15-1699"")",Cognitive Neuroscience,NSF,National Science Foundation,8000000,25,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,04/15/2015,08/13/2020,02/19/2020 01:00:19,Synopsis 16,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275362"",""15-560"")",Geomorphology and Land-use Dynamics (GLD),NSF,National Science Foundation,5000000,30,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/24/2015,,05/30/2018 01:00:30,Synopsis 4,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275349"",""15-559"")",Geobiology and Low-Temperature Geochemistry (GG),NSF,National Science Foundation,6300000,30,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/24/2015,,09/11/2018 01:00:11,Synopsis 5,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275322"",""HDTRA1-14-24-FRCWMD-BAA"")",Fundamental Research to Counter Weapons of Mass Destruction,DOD-DTRA,Defense Threat Reduction Agency,500000000,,HDTRA1-FRCWMD-A@mail.mil,,HDTRA1-FRCWMD-A@mail.mil,,,03/20/2015,09/30/2024,12/16/2019 12:30:16,Synopsis 20,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275110"",""PD-06-5740"")",Climate and Large-Scale Dynamics,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/13/2015,,11/30/2016 17:48:30,Synopsis 3,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275109"",""PD-05-1743"")",National Facilities,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/13/2015,,11/30/2016 17:49:30,Synopsis 3,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275147"",""PD-98-1530"")",Paleoclimate,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/13/2015,,11/30/2016 17:42:30,Synopsis 3,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275144"",""PD-98-1522"")",Physical and Dynamic Meteorology,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/13/2015,,11/30/2016 17:45:30,Synopsis 3,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275146"",""PD-98-1524"")",Atmospheric Chemistry,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/13/2015,,12/20/2016 01:00:20,Synopsis 4,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275139"",""PD-04-4202"")",Geospace Facilities,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/13/2015,,06/16/2017 01:00:16,Synopsis 4,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275143"",""PD-98-1521"")",Aeronomy,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/13/2015,,06/16/2017 01:00:16,Synopsis 5,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275145"",""PD-98-1523"")",Solar Terrestrial,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/13/2015,,06/16/2017 01:00:16,Synopsis 4,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275151"",""PD-98-5750"")",Magnetospheric Physics,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/13/2015,,06/16/2017 01:00:16,Synopsis 4,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275142"",""PD-98-1321"")","Decision, Risk and Management Sciences",NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/13/2015,08/18/2020,02/02/2020 01:00:02,Synopsis 17,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275148"",""PD-98-1610"")",Physical Oceanography,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/13/2015,08/17/2020,03/05/2020 01:00:05,Synopsis 14,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275150"",""PD-98-1670"")",Chemical Oceanography,NSF,National Science Foundation,26000000,20,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/13/2015,08/17/2020,03/05/2020 01:00:05,Synopsis 13,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=275138"",""PD-04-1529"")",Lower Atmosphere Observing Facilities,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/13/2015,,05/29/2020 23:55:29,Synopsis 6,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=274988"",""15-554"")",Arch - Doctoral Dissertation Research Improvement Awards,NSF,National Science Foundation,1200000,50,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,03/06/2015,,05/30/2018 01:00:30,Synopsis 4,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=270574"",""USAFA-BAA-2015"")",Research Interests of the United States Air Force Academy,DOD-USAFA,Air Force Academy,,,"Chelsea Huff
Grants Officer
Phone 719-333-4899",,10MSG.LGCC@us.af.mil,,,12/17/2014,,02/14/2020 15:15:14,Synopsis 7,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=269739"",""15-521"")","Research on the Science and Technology Enterprise:  Statistics and Surveys - R&D, U.S. S&T Competitiveness, STEM Education, S&T Workforce",NSF,National Science Foundation,750000,12,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,11/20/2014,01/15/2021,01/23/2020 01:00:23,Synopsis 8,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=259608"",""14-585"")",Research Training Groups in the Mathematical Sciences,NSF,National Science Foundation,10000000,10,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,07/16/2014,06/01/2021,06/24/2020 01:00:24,Synopsis 12,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=258835"",""14-579"")",Facilitating Research at Primarily Undergraduate Institutions:,NSF,National Science Foundation,56000000,,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,07/02/2014,,05/30/2018 01:00:30,Synopsis 6,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=254073"",""PD-14-5720"")",Ocean Drilling Program,NSF,National Science Foundation,9000000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,04/18/2014,,05/03/2019 01:00:03,Synopsis 6,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=245654"",""FHWA-2013-0048"")",Accelerated Innovation Deployment (AID) Demonstration,DOT-FHWA,DOT Federal Highway Administration ,30000000,50,"Ewa Flom
Program Manager
Phone 202-366-2169",,ewa.flom@dot.gov,,,02/19/2014,,02/21/2014 17:38:21,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=236513"",""S-SAECI-17-GR-050-NEA-061813"")",Saudi American Educational and Cultural Initiative Grant,DOS-SAU,U.S. Mission to Saudi Arabia,250000,10,"Ranya Al Wadii
Cultural Affairs Administrative Assistant
Phone: +966-11-488-3800",,Riyadhgrants@state.gov,,,06/18/2013,,06/15/2017 07:46:15,Synopsis 4,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=235978"",""13-566"")",Partnerships in Astronomy & Astrophysics Research and Education,NSF,National Science Foundation,1000000,4,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,06/05/2013,08/20/2021,08/24/2019 01:00:24,Synopsis 8,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=233279"",""APS-FFP-13-000001"")",USAID/DCHA/FFP International Emergency Food Assistance,USAID,Agency for International Development,,,"Gala Specht
Senior Grants Specialist
Phone 202-661-9345",,gspecht@usaid.gov,,,05/06/2013,,01/09/2015 10:56:09,Synopsis 6,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=216014"",""10-C-CST-001"")",FAA COE CST Announcement to Solicit Affiliate Members,DOT-FAA-FAA COE,DOT - FAA Centers of Excellence,,,"Nicole Newman
Management and Program Analyst
Phone 609-485-5907",,Nicole.Newman@faa.gov,,,01/16/2013,08/20/2021,02/28/2019 08:43:28,Synopsis 4,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=134953"",""12-01"")",FAA Aviation Research and Development Grants,DOT-FAA-FAA ARG,DOT - FAA Aviation Research Grants,,,"Trina Bellamy
Grants Officer",,Trina.Bellamy@faa.gov,,,01/01/2012,08/06/2020,07/05/2020 20:39:05,Synopsis 16,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=113293"",""P11AT80708"")",Data Management,DOI-NPS,National Park Service,91520,1,"Barbara Eschels
Supervisory Contract Specialist
Phone 7022938909",,barbara_eschels@nps.gov,,,08/10/2011,,08/10/2011 19:22:10,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=113333"",""P11AT80752"")",Research Techs,DOI-NPS,National Park Service,125994,1,"Barbara Eschels
Supervisory Contract Specialist
Phone 7022938909",,barbara_eschels@nps.gov,,,08/10/2011,,08/10/2011 19:59:10,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=112354"",""PD-11-8031"")",Science of Organizations,NSF,National Science Foundation,3270000,20,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/08/2011,09/03/2020,02/19/2020 01:00:19,Synopsis 25,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=107113"",""11-066"")","NSF-NIST Interaction in Basic and Applied Scientific Research in BIO, ENG & MPS",NSF,National Science Foundation,300000,20,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,07/21/2011,,07/21/2011 15:56:21,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=103313"",""NOAA-OAR-CPO-2012-2003041"")",Climate Program Office for FY 2012,DOC,Department of Commerce,15500000,60,"Steve Drescher
Policy Advisor
",,steve.j.drescher@noaa.gov,,,07/06/2011,,07/07/2011 12:54:07,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=57195"",""PD-10-1264"")",Algebra and Number Theory,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,09/10/2010,10/09/2020,10/27/2019 01:01:27,Synopsis 17,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=50283"",""PD-09-5761"")",Supplemental Opportunity for SBIR/STTR Memberships in I/UCRCs,NSF,National Science Foundation,0,0,"NSF grants.gov support
grantsgovsupport@nsf.gov
",,grantsgovsupport@nsf.gov,,,11/18/2009,,06/02/2010 10:53:02,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=49325"",""ED-GRANTS-072909-002"")",Office of Elementary & Secondary Education; Overview Information: Race to the Top Fund (ARRA)  CFDA 84.395,ED,Department of Education,4350000000,,"Julius Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6140
julius.cotton@ed.gov
Program Manager
Jim Butler
U.S. Department of Education
400 Maryland Avenue, SW., Rm. 3E239
Washington, DC 20202-5970
Telephone: 202-205-3775 or by e-mail",,racetothetop@ed.gov,,,09/02/2009,,06/05/2020 14:29:05,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=45810"",""PD-98-1331"")",Sociology,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/06/2009,08/17/2020,01/31/2020 01:00:31,Synopsis 39,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=45809"",""PD-98-1320"")",Economics,NSF,National Science Foundation,220000,110,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/06/2009,08/18/2020,02/06/2020 01:00:06,Synopsis 30,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=45817"",""PD-09-7252"")","Perception, Action & Cognition",NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/06/2009,08/03/2020,06/23/2020 01:00:23,Synopsis 43,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=45792"",""PD-98-1650"")",Biological Oceanography,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/05/2009,08/17/2020,03/05/2020 01:00:05,Synopsis 26,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=45793"",""PD-98-1680"")",Ocean Technology and Interdisciplinary Coordination,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/05/2009,,03/24/2020 01:00:24,Synopsis 22,
